"run_index","weibull_lambda","senescence_dose_response__max_effect","senescence_dose_response__half_sat","juv_decline_dose_response__max_effect","juv_decline_age_half_sat","shade_dose_response__max_effect","shade_dose_response__half_sat","R_max","K_half","age_first_flower_mean","N_alive_mean","N_alive_cv","N_alive_trend","N_IUCN_mean","adult_frac_mean","adult_frac_final","juv_age_mean","adult_age_mean","recruit_rate","births_mean","extinction"
111,95,0,15,0.3,2.75,0.3,8000,2000,200,8.25,63222.84,0.0166117006351811,71.7208163265307,56330.58,0.890945596391648,0.895284081267451,3.15247495580436,79.1804428362195,0.0230214911698275,1455,0
112,95,0,15,0.3,2.75,0.7875,8000,2000,200,8.25,35624.38,0.00715116042561809,16.9499639855943,31987.06,0.897890874190281,0.899638888888889,3.11763077774702,83.8940006792849,0.0206374652987771,735.16,0
113,95,0,15,0.3,2.75,0.7875,2375,2000,200,8.25,27670.02,0.00870342891419793,16.3554861944778,24849.28,0.898054256136533,0.900449743003998,3.30907135173897,84.0001189202045,0.0200782273671275,555.54,0
114,95,0,15,0.3,2.75,0.7875,2375,575,200,8.25,11799.26,0.0031876840956012,1.92417767106844,10668.72,0.904185444686698,0.908891142663962,3.26716141001855,88.9583410823879,0.0169631656355681,200.16,0
115,95,0.45,15,0.3,2.75,0.7875,2375,575,200,8.25,4013.64,0.0142159506053753,0.117358943577425,1575.02,0.392412039763596,0.399116347569956,3.54983660130719,11.4956949569496,0.0870606683351393,349.38,0
116,20,0.45,15,0.3,2.75,0.7875,2375,575,200,8.25,3326.46,0.0192799118452437,1.45214885954382,1061.98,0.31925524101541,0.318645083932854,3.29300483941927,11.1533396048918,0.109206165278467,363.24,0
117,20,0.45,15,0.8175,2.75,0.7875,2375,575,200,8.25,2947.32,0.0200099619966253,-2.74909963985594,902.94,0.306377345121966,0.297582567245489,3.14735821619001,11.0102974828375,0.125048399357878,368.54,0
118,20,0.45,48.75,0.8175,2.75,0.7875,2375,575,200,8.25,3567.68,0.00871913484157145,-0.995630252100842,1942.04,0.544383114494729,0.551772650534609,2.98367859384809,18.1264660887302,0.0942251722198095,336.22,0
119,20,0.45,48.75,0.8175,2.75,0.7875,2375,575,200,3,3460.68,0.0143091830148411,-2.74170468187275,2785.02,0.804788055655467,0.81518540317834,0.993630573248408,13.9646209386282,0.0891781011256537,308.66,0
120,20,0.45,48.75,0.8175,8,0.7875,2375,575,200,3,3321.16,0.00772302756420908,0.210516206482588,2650.44,0.798067107822873,0.803130644190247,0.894495412844037,13.5438530734633,0.0952233932389589,316.28,0
121,20,0.45,48.75,0.8175,8,0.7875,2375,575,3050,3,1620.22,0.0167554937318529,1.104393757503,1313.88,0.810981247485971,0.813701923076923,1.07096774193548,13.6927621861152,0.0788089325968796,127.72,0
122,45,0,26.25,0.99,6.25,0.95,2375,1525,1150,10,4610.72,0.0103527314943042,0.751884753901572,2790.22,0.605207611488862,0.60276008492569,2.39337252805986,53.6347305389222,0.114464134171896,527.78,0
123,45,0,60,0.99,6.25,0.95,2375,1525,1150,10,4610.72,0.0103527314943042,0.751884753901572,2790.22,0.605207611488862,0.60276008492569,2.39337252805986,53.6347305389222,0.114464134171896,527.78,0
124,45,0,60,0.99,6.25,0.95,2375,100,1150,10,882.1,0.0379410192800095,-2.1747418967587,691.96,0.784344728470551,0.778985507246377,3.77049180327869,69.6821705426357,0.0330562253756847,29.16,0
125,45,0,60,0.99,6.25,0.95,2375,100,4000,10,386.18,0.118818313169732,-3.12926770708283,334.62,0.866832549463679,0.865814696485623,4.42857142857143,98.8154981549816,0.0164751300125428,6.4,0
126,45,0.45,60,0.99,6.25,0.95,2375,100,4000,10,7.8,0.825599096672868,-0.427082833133253,6.52,0.801192175987068,NA,NA,NA,0.0219352869352869,0.16,1
127,45,0.45,60,0.99,1,0.95,2375,100,4000,10,1.92,0.555201134112429,-0.064921968787515,1.62,0.925,1,NA,53,0,0,0
128,45,0.45,60,0.99,1,0.95,8000,100,4000,10,4.14,0.53012223693932,-0.129507803121249,2.62,0.636857142857143,0.333333333333333,3.5,29,0.0327698412698413,0.16,0
129,120,0.45,60,0.99,1,0.95,8000,100,4000,10,18.52,0.333073317067869,-0.380792316926771,14.96,0.792963585473335,0.75,5.66666666666667,26.1111111111111,0.0217838167525075,0.4,0
130,120,0.45,60,0.99,1,0.95,8000,100,4000,4.75,60.48,0.152759108068811,-0.577767106842737,53.64,0.888383184776685,0.9,2.8,24.8888888888889,0.0221785237792813,1.36,0
131,120,0.45,60,0.4725,1,0.95,8000,100,4000,4.75,58.12,0.210859910490219,-0.824009603841537,52.56,0.906011714735994,0.891891891891892,2.75,26.0606060606061,0.0196841574377762,1.18,0
132,120,0.45,60,0.4725,1,0.4625,8000,100,4000,4.75,76.08,0.200342364703025,-1.01954381752701,68.92,0.905080920783027,0.890909090909091,1.33333333333333,23.6122448979592,0.0208367426096077,1.56,0
133,120,0,15,0.4725,6.25,0.7875,8000,2000,1150,8.25,16359.92,0.00400619478910433,3.08340936374548,13458.44,0.822647652962077,0.825701534511218,2.01753770606805,104.5221383089,0.0571579224413953,935.1,0
134,120,0,15,0.99,6.25,0.7875,8000,2000,1150,8.25,8143.44,0.00650819542511267,-0.82813925570226,5588.14,0.686241866062122,0.687646550660249,1.29909126827341,121.470926058866,0.13821036990259,1125.6,0
135,120,0,15,0.99,6.25,0.7875,8000,575,1150,8.25,4662.8,0.00637586681063173,0.287058823529405,3718.4,0.797484530669739,0.807916937053861,1.7972972972973,137.96171352075,0.0705655429246047,329.08,0
136,120,0.45,15,0.99,6.25,0.7875,8000,575,1150,8.25,1719.72,0.0305916578813803,0.802785114045617,608.96,0.354164484626015,0.354144241119483,3.11,11.6550151975684,0.109962273334462,189.2,0
137,120,0.45,15,0.99,6.25,0.7875,8000,575,1150,3,2723.1,0.0169011856354144,2.10290516206482,2036.04,0.74772533753643,0.748366013071895,1.01875901875902,8.2828723920427,0.113399166725792,308.88,0
138,45,0.45,15,0.99,6.25,0.7875,8000,575,1150,3,2504.36,0.0094958834455134,0.859543817527018,1833.9,0.732289065216328,0.746963562753036,1.0512,8.0390243902439,0.119589926427647,299.54,0
139,45,0.45,48.75,0.99,6.25,0.7875,8000,575,1150,3,4149.98,0.0103985964628763,-0.909339735894355,3512.52,0.84639142287942,0.837058399423216,0.820058997050148,16.2761986792995,0.0790799129304297,328.2,0
140,45,0.45,48.75,0.99,1,0.7875,8000,575,1150,3,6288.5,0.00956657344595195,3.7112605042017,5466.88,0.869368365470103,0.865718305455682,1.24330616996508,16.5830624774287,0.0519531806421488,326.74,0
141,45,0.45,48.75,0.99,1,0.7875,2375,575,1150,3,4522.16,0.0124941280468138,-0.246626650660273,3938.9,0.870998794787773,0.865810451727192,1.2986798679868,17.0388746803069,0.0495031456318053,223.84,0
142,45,0.45,48.75,0.99,1,0.7875,2375,575,4000,3,2777.46,0.0101536383344619,0.615942376950773,2419.06,0.87098223785911,0.87333092746301,1.28490028490028,16.6768595041322,0.0474216158983092,131.74,0
143,45,0.45,48.75,0.99,1,0.3,2375,575,4000,3,4708.7,0.00777805825451763,1.83822328931572,4095.3,0.869738827907642,0.872412336290663,1.30794701986755,16.5956416464891,0.0501480818878746,236.14,0
144,120,0.45,26.25,0.99,6.25,0.95,2375,2000,1150,10,4995.18,0.0139654907474692,1.1087154861945,1766.46,0.353622327455005,0.347938657637921,3.02810018326206,16.1980538065255,0.144234454744993,720.52,0
145,120,0.45,26.25,0.99,6.25,0.95,2375,2000,1150,4.75,4808.04,0.00947402225100442,-1.00216086434574,3092.56,0.643222936961207,0.638566694283347,1.24813753581662,12.6198507946805,0.141357989485227,679.7,0
146,120,0.45,60,0.99,6.25,0.95,2375,2000,1150,4.75,5614.32,0.00711722276033767,-0.891140456182491,4204.16,0.748847435262426,0.751862362539908,1.09220872051465,20.9856098136353,0.110479041733439,620.32,0
147,120,0.45,60,0.99,6.25,0.95,2375,2000,4000,4.75,4363.14,0.0118661892456318,-2.39438175270109,3357.84,0.769608790852935,0.76889400921659,1.2073778664008,21.3164519029068,0.092811128316733,404.96,0
148,120,0,60,0.99,6.25,0.95,2375,2000,4000,4.75,7106.54,0.00372300375357406,0.108379351740711,6372.66,0.89673881623635,0.891793142214727,0.845454545454545,113.919161676647,0.0533042599372537,378.84,0
149,120,0,60,0.99,6.25,0.95,8000,2000,4000,4.75,9685.74,0.00421527591871191,0.857478991596624,8475.28,0.87503536568163,0.874678993323061,0.64344262295082,106.964298297123,0.0718099849803905,695.58,0
150,120,0,60,0.99,6.25,0.95,8000,575,4000,4.75,5262.56,0.00500401533335174,0.260840336134439,4824.22,0.9167173399105,0.914760914760915,1.02660753880266,123.294628099174,0.0380593220068062,200.32,0
151,120,0,60,0.99,6.25,0.4625,8000,575,4000,4.75,6025.54,0.00635073897193128,2.22545018007202,5465.38,0.907045044208071,0.902403138793526,0.921273031825796,116.255072463768,0.0452431993059565,272.64,0
152,45,0,60,0.99,6.25,0.4625,8000,575,4000,4.75,3389.24,0.00905740219425854,-1.33877551020408,2841.54,0.838435896838783,0.831806089269879,1.20386643233743,49.7892679459844,0.0617842551264577,209.44,0
153,45,0,60,0.4725,6.25,0.4625,8000,575,4000,4.75,5840.76,0.00868689121750175,2.92811524609843,5029.44,0.861097085688491,0.858216604031432,1.51807228915663,47.6042993630573,0.0450012625019951,262.86,0
154,45,0,60,0.4725,1,0.4625,8000,575,4000,4.75,11716.02,0.0126463857988896,9.94885954381755,10463.54,0.89310031417634,0.895639802493933,1.89655172413793,46.233133993646,0.0266647648266021,312.42,0
155,45,0.6,26.25,0.3,8,0.95,2375,575,4000,10,213.82,0.0600466650698624,0.253493397358943,96.16,0.450273522966045,0.474226804123711,4.1078431372549,15.4130434782609,0.0617440087830419,13.2,0
156,45,0.6,26.25,0.3,8,0.95,2375,575,1150,10,2451.12,0.017779787411692,-2.23020408163265,999.52,0.407730009326297,0.405042016806723,4.12570621468927,14.9304979253112,0.0773108009333761,189.52,0
157,120,0.6,26.25,0.3,8,0.95,2375,575,1150,10,2835.72,0.00808340187856786,0.102569027611042,1237.34,0.436326316625803,0.441498762813715,4.1879746835443,15.4267413931145,0.0714139543629434,202.52,0
158,120,0.6,26.25,0.3,8,0.95,2375,575,1150,4.75,2939.9,0.0173191599960556,1.29378151260504,2123.64,0.722353839925944,0.724940938238272,1.87975460122699,12.3030726256983,0.0689472062369569,202.68,0
159,120,0.6,26.25,0.3,8,0.95,2375,2000,1150,4.75,7023.1,0.00747179510381127,1.21003601440577,4936.86,0.702965993905045,0.713145138294839,1.68986083499006,12.1981207516993,0.0832594057592536,584.78,0
160,120,0.6,26.25,0.3,2.75,0.95,2375,2000,1150,4.75,7681.24,0.00794543482913129,1.14516206482593,5569.26,0.725059572016941,0.737328990228013,1.93998015873016,12.2419155327796,0.0719540989225105,552.72,0
161,120,0.6,26.25,0.3,2.75,0.95,8000,2000,1150,4.75,11667.74,0.0048310580601396,1.79788715486192,8397.38,0.719707618960183,0.719064407945653,1.87572696663606,12.3198995455633,0.0771738344542357,900.44,0
162,120,0.6,26.25,0.3,2.75,0.4625,8000,2000,1150,4.75,16029.58,0.00651267587107274,2.43759903961581,11445.84,0.714054242482117,0.710143139190523,1.80289484887186,12.1862728062554,0.0818117375233918,1311.46,0
163,120,0.15,26.25,0.3,2.75,0.4625,8000,2000,1150,4.75,20696.56,0.00712329793018575,-9.01781512605042,16350.2,0.789998299243537,0.782589782009764,1.78190306803024,17.4087455994071,0.0621050497016878,1285.36,0
164,120,0.15,26.25,0.8175,2.75,0.4625,8000,2000,1150,4.75,11498.18,0.00667251553573661,0.586266506602611,8418.76,0.732187949220652,0.744575163398693,1.33026270897305,17.1390449438202,0.116756196193105,1342.52,0
165,120,0.15,60,0.8175,2.75,0.4625,8000,2000,1150,4.75,14575.02,0.00420075409004177,-2.06362545018007,11863.96,0.813999805754264,0.815379310344828,1.10235338064998,27.7653725788717,0.0904702161642366,1318.68,0
166,120,0.45,26.25,0.8175,2.75,0.95,500,1525,4000,4.75,1736.48,0.0223015935728865,0.0290036014405769,1293.7,0.744938547391151,0.755747126436782,1.86352941176471,13.2334600760456,0.067044799729505,116.4,0
167,120,0,26.25,0.8175,2.75,0.95,500,1525,4000,4.75,5652.66,0.0053726152298964,-1.79807923169267,5342.64,0.945159251873889,0.940634414318625,1.48955223880597,120.293330821402,0.0202921203560569,114.72,0
168,120,0,26.25,0.8175,8,0.95,500,1525,4000,4.75,4443.12,0.0080063626500059,-1.96533013205282,4145.92,0.933110288688718,0.921733212341198,1.23768115942029,133.411518582328,0.0261778678064633,116.32,0
169,120,0,26.25,0.3,8,0.95,500,1525,4000,4.75,7201.74,0.00535730373898071,1.69829531812724,6814.82,0.946284334348305,0.946168634990387,1.76275510204082,112.981857764877,0.0154046370782072,110.96,0
170,45,0,26.25,0.3,8,0.95,500,1525,4000,4.75,3815.48,0.00703645283362244,0.862424969987992,3374.08,0.88432080046881,0.880440482433141,1.78947368421053,49.5684931506849,0.030943828426305,118.08,0
171,45,0,26.25,0.3,8,0.95,500,1525,4000,10,3283.88,0.00974488894273695,1.304393757503,2464.98,0.750660936083786,0.755145278450363,3.77132262051916,55.2300601202405,0.0382418255875635,125.62,0
172,45,0,26.25,0.3,8,0.4625,500,1525,4000,10,9010.5,0.00821959334657737,4.6598319327731,6233.04,0.691743082190485,0.689121430128624,3.25876577840112,52.3291679848149,0.0592804447355762,534.18,0
173,45,0,26.25,0.3,8,0.4625,6125,1525,4000,10,11257.38,0.00411358123481396,1.73344537815125,7618.82,0.676791709345967,0.673277846644236,3.18184281842818,52.9501578116781,0.0657144854795805,739.8,0
174,45,0,60,0.3,8,0.4625,6125,1525,4000,10,11257.38,0.00411358123481396,1.73344537815125,7618.82,0.676791709345967,0.673277846644236,3.18184281842818,52.9501578116781,0.0657144854795805,739.8,0
175,45,0,60,0.3,8,0.4625,6125,1525,1150,10,13770,0.00379832139061994,0.320576230492206,9145.62,0.664177428457907,0.66642373004883,3.02315927463404,53.0050306211724,0.0711857089470436,980.24,0
176,45,0,60,0.3,8,0.4625,6125,100,1150,10,1751.8,0.0143738823625349,-1.22036014405762,1371.44,0.78292954866631,0.786743515850144,4.18108108108108,58.5750915750916,0.029341994753382,51.42,0
177,120,0.6,26.25,0.3,1,0.7875,2375,1525,4000,10,6378.7,0.00845994058137099,2.79966386554619,3005.32,0.471160355850684,0.473490652773521,4.55704307334109,15.2867313915858,0.0577338919189182,368.26,0
178,45,0.6,26.25,0.3,1,0.7875,2375,1525,4000,10,5175.54,0.0111038525866315,-2.98088835534213,2258.48,0.436418240602658,0.43930749557348,4.36315789473684,14.9476041200179,0.0647116298460655,334.94,0
179,45,0.6,26.25,0.3,1,0.7875,8000,1525,4000,10,8187.58,0.0188513525878957,-8.82943577430973,3568.22,0.435832666264015,0.443487885868897,4.30099447513812,15.1511369938991,0.0658419335854895,539.06,0
180,45,0.6,26.25,0.3,1,0.7875,8000,1525,1150,10,12852.38,0.00850364960672769,-2.64897959183671,5596.94,0.435469668046206,0.439186515786975,4.35346408917737,15.092972972973,0.066589706645116,855.86,0
181,45,0.6,26.25,0.3,6.25,0.7875,8000,1525,1150,10,8673.44,0.00835226213194861,-3.8912845138055,3260.68,0.375928396732498,0.379720032937301,3.75858145268348,14.9708798017348,0.100024247060081,867.56,0
182,45,0.6,26.25,0.3,6.25,0.7875,8000,1525,1150,4.75,8792.18,0.0157987320418287,-5.40048019207683,5872.38,0.6679190803025,0.658662477558348,1.65023011176857,11.5112436115843,0.0972693036044236,855.2,0
183,45,0.6,26.25,0.3,6.25,0.7875,8000,100,1150,4.75,89.88,0.0410575424266579,0.0072989195678269,65.58,0.729922215728775,0.6875,2.43333333333333,12.5151515151515,0.0616808386736082,5.56,0
184,45,0.6,60,0.3,6.25,0.7875,8000,100,1150,4.75,736.28,0.0228983707419808,-0.593805522208884,603.46,0.819662368905885,0.824631860776439,1.83969465648855,19.1168831168831,0.041568755017325,30.62,0
185,45,0.6,60,0.3,6.25,0.3,8000,100,1150,4.75,903.02,0.0252787353618286,0.889555822328932,736.88,0.816056608075443,0.818888888888889,2.02453987730061,19.2170963364993,0.0432726600150305,39.08,0
186,45,0.15,60,0.3,6.25,0.3,8000,100,1150,4.75,1187.38,0.0142659761316888,0.117406962785116,1003.82,0.845461560962672,0.854202401372213,1.98823529411765,24.7088353413655,0.0369156696498085,43.86,0
187,45,0.15,60,0.8175,6.25,0.3,8000,100,1150,4.75,942.86,0.0142198133043652,0.410900360144061,788.22,0.836065277972314,0.826040554962647,1.82208588957055,24.0749354005168,0.0432225162013098,40.76,0
188,120,0.15,15,0.8175,2.75,0.7875,8000,100,1150,4.75,241.26,0.0463664934210609,0.0113805522208883,180.7,0.748965630072284,0.755364806866953,2,13.0795454545455,0.0552146587699492,13.34,0
189,120,0.15,15,0.8175,2.75,0.3,8000,100,1150,4.75,207,0.0642822968789235,-0.420360144057623,154.86,0.748341382796781,0.719387755102041,2.30909090909091,13.2198581560284,0.0549756883194464,11.4,0
190,45,0.15,15,0.8175,2.75,0.3,8000,100,1150,4.75,67.92,0.0466386052550402,0.0419687875150062,49.14,0.724448192286207,0.753623188405797,1.76470588235294,13.2307692307692,0.0605048032202608,4.14,0
191,45,0.15,15,0.3,2.75,0.3,8000,100,1150,4.75,86.12,0.211271297382702,-1.17013205282113,63.28,0.73595944515492,0.688524590163934,1.42105263157895,13.0238095238095,0.0580068561359425,5.02,0
192,45,0.15,15,0.3,2.75,0.3,2375,100,1150,4.75,79.64,0.0668175172666876,-0.18218487394958,56.4,0.708572348301639,0.802631578947368,2.33333333333333,12.8852459016393,0.0636145691790294,5.1,0
193,45,0.15,48.75,0.3,2.75,0.3,2375,100,1150,4.75,1048.02,0.0225367750380284,-1.34372148859544,879.24,0.839008449155507,0.838742393509128,2.07547169811321,21.9081015719468,0.0374927935142181,39.32,0
194,45,0.6,48.75,0.3,2.75,0.3,2375,100,1150,4.75,659.02,0.0180780385397545,0.552749099639856,530.78,0.805477629665811,0.791356184798808,1.94285714285714,17.1902071563089,0.0452736179237775,29.86,0
195,45,0.6,48.75,0.3,8,0.3,2375,100,1150,4.75,625.48,0.0426571866706638,1.72196878751501,496.42,0.793656402125517,0.801801801801802,1.71969696969697,16.62734082397,0.0474368372846261,29.7,0
196,45,0.6,48.75,0.3,8,0.3,2375,100,1150,10,303.28,0.0394159249857192,-0.427563025210085,186.4,0.615283114278133,0.605351170568562,3.76271186440678,21.5414364640884,0.0446525199216148,13.58,0
197,45,0.6,48.75,0.3,8,0.3,2375,100,4000,10,4.44,0.902232881853423,-0.250852340936375,3.24,0.850819347319347,NA,NA,NA,0.0112051282051282,0.1,1
198,45,0.6,48.75,0.3,8,0.3,2375,1525,4000,10,7143.36,0.00791215478241653,-0.0713565426170394,3612.72,0.505756493730194,0.497043860855218,3.49671951886277,20.387275242047,0.0831172976529398,593.78,0
199,120,0.15,15,0.99,2.75,0.3,2375,575,1150,10,3458.22,0.0103852449729153,-0.266650660264108,1583.24,0.457841522566542,0.46078431372549,4.05561497326203,16.9586983729662,0.0838594217600478,290.06,0
200,120,0.15,15,0.99,2.75,0.3,2375,575,4000,10,807.54,0.0402783964458619,-1.9778631452581,393.32,0.487045066994226,0.481958762886598,4.40049751243781,16.9171122994652,0.0606681293900305,49.02,0
201,120,0.15,15,0.99,2.75,0.3,2375,575,4000,4.75,1580.14,0.0138285735818716,-0.0093637454981967,1145.72,0.725063043341496,0.740530303030303,2.0316301703163,13.2898550724638,0.0729788220778059,115.32,0
202,120,0.6,15,0.99,2.75,0.3,2375,575,4000,4.75,178.22,0.125032165091123,-1.42967587034814,112.58,0.631122438273796,0.644444444444444,1.89583333333333,8.16091954022989,0.0816929758211285,14.62,0
203,120,0.6,15,0.99,2.75,0.7875,2375,575,4000,4.75,228.5,0.178397174653885,-2.5202881152461,145.7,0.638053146326343,0.684848484848485,2.19230769230769,8.64601769911504,0.079561724101575,18.18,0
204,120,0.6,15,0.99,2.75,0.7875,2375,2000,4000,4.75,3223.56,0.019543877474628,0.857623049219681,1859.86,0.57698190217723,0.56674984404242,1.74442044636429,8.82993946064942,0.128956211974529,415.76,0
205,120,0.6,48.75,0.99,2.75,0.7875,2375,2000,4000,4.75,5727.32,0.0119167723799581,-2.99188475390156,4413.72,0.770693849874639,0.768062179826886,1.39451637471439,18.0563477460902,0.090462381649009,518.22,0
206,120,0.6,48.75,0.99,8,0.7875,2375,2000,4000,4.75,4508.54,0.0120226347152948,1.02631452581032,3293.46,0.730535238665416,0.735075467447623,1.18452380952381,17.9687404229237,0.108324362016347,488.48,0
207,120,0.6,48.75,0.4725,8,0.7875,2375,2000,4000,4.75,7117.62,0.00669616306092014,1.96432172869147,5498.6,0.772540892862204,0.777200617717254,1.54442344045369,17.9145592485549,0.0738093267258779,525.36,0
208,45,0.6,48.75,0.4725,8,0.7875,2375,2000,4000,4.75,6156.1,0.00622981373066325,-0.665882352941174,4555.88,0.740066420564632,0.739356516087098,1.47194513715711,16.4615384615385,0.0836648934573887,515.08,0
209,45,0.6,48.75,0.4725,8,0.7875,8000,2000,4000,4.75,8468.58,0.00642462091769461,0.463241296518598,6159.82,0.727396579237916,0.727798771846953,1.46681127982646,16.838714911569,0.0933411680343509,790.54,0
210,20,0.45,15,0.99,8,0.7875,2375,575,3050,4.75,127.5,0.128956235629816,-0.834333733493397,73.36,0.575110357761682,0.605769230769231,1.90243902439024,8.71428571428571,0.100643805421185,12.84,0
211,20,0.45,15,0.99,8,0.7875,2375,575,3050,10,22.96,0.836527613680723,-1.25647058823529,7.92,0.357232928402107,NA,NA,NA,0.0520361488073239,1.5,1
212,20,0.45,15,0.4725,8,0.7875,2375,575,3050,10,4.58,0.818252810063763,-0.227370948379352,1.48,0.310632756132756,NA,NA,NA,0.0438650793650794,0.28,1
213,20,0.45,15,0.4725,8,0.3,2375,575,3050,10,10.84,1.04409269094169,-0.70328931572629,3.36,0.363250281001246,NA,NA,NA,0.0384651812289049,0.58,1
214,20,0.45,15,0.4725,8,0.3,2375,2000,3050,10,2063.4,0.028309452832086,-2.63481392557022,433.46,0.210109335598366,0.224437627811861,3.72379696769941,12.1548974943052,0.114684021019685,236.78,0
215,95,0.45,15,0.4725,8,0.3,2375,2000,3050,10,4199.5,0.0167499735337801,2.10300120048019,1023.64,0.243727808764175,0.247605363984674,3.7667091024825,12.6721470019342,0.108966405274256,457.66,0
216,95,0.45,15,0.4725,2.75,0.3,2375,2000,3050,10,6745.84,0.00832048014569444,-0.8910444177671,1873.54,0.277709752997565,0.282930402930403,4.1589701675521,12.6882444329363,0.0983913550848878,663.78,0
217,95,0.45,48.75,0.4725,2.75,0.3,2375,2000,3050,10,16671.24,0.00514649332441322,2.99178871548615,10469.46,0.627998225298119,0.63154747668022,3.82716650438169,22.1488354478318,0.0703405306173152,1172.68,0
218,95,0.45,48.75,0.4725,2.75,0.3,2375,2000,200,10,19882.46,0.00711610076395156,7.071068427371,12386.08,0.622974173925986,0.623354522248361,3.73940199335548,22.2452224185001,0.0745728198582322,1482.7,0
219,95,0.45,48.75,0.4725,2.75,0.3,8000,2000,200,10,21098.96,0.00508432677964325,-5.07092436974787,13127.1,0.622172191820409,0.622729852440409,3.73548953240567,22.2202475886686,0.0760674463468194,1604.98,0
220,95,0,48.75,0.4725,2.75,0.3,8000,2000,200,10,43777.62,0.0139230526101997,41.4222809123649,37709.06,0.861346117228836,0.863080848777867,3.45692332842897,83.6556705308748,0.0339598598444158,1486.46,0
